id,cell_count,cell_type,staining,objective,markers,set
179,4,AHPC,AF488,20x,Ki67 + TuJ1,trainval
2478,117,AHPC,Cy3,20x,Ki67 + RIP,trainval
2420,36,AHPC,Cy3,20x,PI,trainval
2484,23,AHPC,AF488,20x,Ki67 + RIP,trainval
848,0,AHPC,AF488,20x,MAP2ab,trainval
1926,0,AHPC,Cy3,20x,PI,trainval
1084,1,AHPC,AF488,20x,Ki67 + TuJ1,trainval
2929,65,RPC,Cy3,40x,TuJ1,trainval
2475,183,AHPC,Cy3,20x,Ki67 + RIP,trainval
1612,10,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2404,50,AHPC,Cy3,20x,PI,trainval
2472,173,AHPC,Cy3,20x,Ki67 + RIP,trainval
1384,1,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2280,73,AHPC,Cy3,20x,Ki67 + RIP,trainval
1762,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
282,0,AHPC,Cy3,20x,PI,trainval
2789,39,RPC,Cy3,40x,TuJ1,trainval
182,22,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2511,94,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2715,74,RPC,Cy3,40x,GFAP,trainval
2076,1,AHPC,AF488,20x,Ki67 + TuJ1,trainval
2120,0,AHPC,Cy3,20x,PI,trainval
2563,0,AHPC,Cy3,20x,GFAP,trainval
2348,88,AHPC,Cy3,20x,PI,trainval
1194,0,AHPC,Cy3,20x,PI,trainval
2730,75,RPC,Cy3,40x,TuJ1,trainval
1903,0,AHPC,AF488,20x,GFAP + Ki67,trainval
1965,57,AHPC,Cy3,20x,RIP,trainval
108,1,AHPC,AF488,20x,GFAP + Ki67,trainval
307,10,AHPC,Cy3,20x,PI,trainval
337,1,AHPC,Cy3,20x,PI,trainval
1080,5,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1900,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
1824,36,AHPC,Cy3,20x,MAP2ab + RIP,trainval
2866,80,RPC,Cy3,40x,TuJ1,trainval
1889,10,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1930,2,AHPC,Cy3,20x,PI,trainval
209,27,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
982,31,AHPC,Cy3,20x,RIP,trainval
2835,43,RPC,Cy3,40x,MAP2ab,trainval
240,0,AHPC,Cy3,20x,PI,trainval
92,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
1627,2,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1916,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
2481,183,AHPC,Cy3,20x,Ki67 + RIP,trainval
217,210,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
379,0,AHPC,Cy3,20x,PI,trainval
541,12,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2177,0,AHPC,Cy3,20x,PI,trainval
2090,27,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
81,8,AHPC,AF488,20x,GFAP + Ki67,trainval
2891,41,RPC,Cy3,40x,MAP2ab,trainval
2187,0,AHPC,Cy3,20x,PI,trainval
208,83,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
891,2,AHPC,AF488,20x,Ki67 + TuJ1,trainval
6,1,AHPC,Cy3,20x,PI,trainval
2380,31,AHPC,Cy3,20x,PI,trainval
1594,0,AHPC,AF488,20x,Ki67 + TuJ1,trainval
58,24,AHPC,Cy3,20x,RIP,trainval
1397,7,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2492,214,AHPC,Cy3,20x,Ki67 + RIP,trainval
849,20,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1326,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
2568,0,AHPC,Cy3,20x,GFAP,trainval
985,3,AHPC,Cy3,20x,RIP,trainval
1732,0,AHPC,Cy3,20x,PI,trainval
1781,0,AHPC,AF488,20x,GFAP + Ki67,trainval
1082,3,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2201,0,AHPC,Cy3,20x,PI,trainval
2700,62,RPC,Cy3,40x,TuJ1,trainval
2538,142,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1621,8,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2851,60,RPC,Cy3,40x,TuJ1,trainval
791,34,AHPC,AF488,20x,MAP2ab,trainval
9,0,AHPC,Cy3,20x,PI,trainval
538,7,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
824,0,AHPC,Cy3,20x,MAP2ab,trainval
2556,100,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2081,19,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2174,4,AHPC,Cy3,20x,PI,trainval
2986,17,RPC,Cy3,40x,TuJ1,trainval
631,0,AHPC,Cy3,20x,PI,trainval
2237,0,AHPC,Cy3,20x,PI,trainval
1897,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
634,0,AHPC,Cy3,20x,PI,trainval
428,17,AHPC,Cy3,20x,RIP,trainval
42,12,AHPC,Cy3,20x,RIP,trainval
2933,116,RPC,Cy3,40x,TuJ1,trainval
740,18,AHPC,Cy3,20x,PI,trainval
1192,0,AHPC,Cy3,20x,PI,trainval
879,7,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2836,42,RPC,Cy3,40x,MAP2ab,trainval
197,383,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2965,23,RPC,Cy3,40x,MAP2ab,trainval
2628,217,AHPC,Cy3,20x,PI,trainval
1211,0,AHPC,Cy3,20x,PI,trainval
2496,272,AHPC,Cy3,20x,Ki67 + RIP,trainval
2037,17,AHPC,Cy3,20x,MAP2ab,trainval
2162,0,AHPC,Cy3,20x,PI,trainval
2678,124,RPC,Cy3,40x,TuJ1,trainval
444,3,AHPC,AF488,20x,GFAP + Ki67,trainval
2623,117,AHPC,Cy3,20x,PI,trainval
591,0,AHPC,Cy3,20x,PI,trainval
345,0,AHPC,Cy3,20x,PI,trainval
2863,88,RPC,Cy3,40x,TuJ1,trainval
317,3,AHPC,Cy3,20x,PI,trainval
1156,3,AHPC,Cy3,20x,MAP2ab,trainval
2565,0,AHPC,Cy3,20x,GFAP,trainval
2450,35,AHPC,AF488,20x,Ki67 + RIP,trainval
1643,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
1241,13,AHPC,Cy3,20x,RIP,trainval
1521,15,AHPC,Cy3,20x,RIP,trainval
1355,8,AHPC,Cy3,20x,MAP2ab,trainval
120,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
805,0,AHPC,Cy3,20x,MAP2ab,trainval
1029,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
1169,0,AHPC,Cy3,20x,PI,trainval
1986,21,AHPC,Cy3,20x,RIP,trainval
1994,38,AHPC,Cy3,20x,RIP,trainval
1971,21,AHPC,Cy3,20x,RIP,trainval
1391,7,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
338,0,AHPC,Cy3,20x,PI,trainval
2196,3,AHPC,Cy3,20x,PI,trainval
413,10,AHPC,Cy3,20x,RIP,trainval
1600,8,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1108,0,AHPC,AF488,20x,Ki67 + TuJ1,trainval
579,0,AHPC,Cy3,20x,PI,trainval
193,2,AHPC,AF488,20x,Ki67 + TuJ1,trainval
380,0,AHPC,Cy3,20x,PI,trainval
264,0,AHPC,Cy3,20x,PI,trainval
2470,133,AHPC,Cy3,20x,Ki67 + RIP,trainval
1507,16,AHPC,Cy3,20x,RIP,trainval
1053,0,AHPC,AF488,20x,GFAP + Ki67,trainval
2388,42,AHPC,Cy3,20x,PI,trainval
2332,123,AHPC,Cy3,20x,PI,trainval
181,26,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2086,41,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2317,0,AHPC,Cy3,20x,GFAP,trainval
1252,5,AHPC,Cy3,20x,RIP,trainval
2610,20,AHPC,Cy3,20x,PI,trainval
569,0,AHPC,Cy3,20x,PI,trainval
1253,16,AHPC,Cy3,20x,RIP,trainval
1363,5,AHPC,Cy3,20x,MAP2ab,trainval
2528,195,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1499,11,AHPC,Cy3,20x,RIP,trainval
2804,92,RPC,Cy3,40x,TuJ1,trainval
2914,56,RPC,Cy3,40x,TuJ1,trainval
2757,136,RPC,Cy3,40x,TuJ1,trainval
2291,17,AHPC,Cy3,20x,GFAP,trainval
1330,4,AHPC,Cy3,20x,MAP2ab,trainval
2114,5,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1671,0,AHPC,AF488,20x,GFAP + Ki67,trainval
2798,127,RPC,Cy3,40x,TuJ1,trainval
2273,187,AHPC,Cy3,20x,Ki67 + RIP,trainval
2131,0,AHPC,Cy3,20x,PI,trainval
887,2,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2893,44,RPC,Cy3,40x,MAP2ab,trainval
2172,3,AHPC,Cy3,20x,PI,trainval
2299,0,AHPC,Cy3,20x,GFAP,trainval
245,0,AHPC,Cy3,20x,PI,trainval
1631,1,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
149,6,AHPC,Cy3,20x,MAP2ab,trainval
2803,85,RPC,Cy3,40x,TuJ1,trainval
1760,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
2399,193,AHPC,Cy3,20x,PI,trainval
1911,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
920,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
1295,6,AHPC,AF488,20x,GFAP + Ki67,trainval
1240,12,AHPC,Cy3,20x,RIP,trainval
1079,0,AHPC,AF488,20x,Ki67 + TuJ1,trainval
2910,61,RPC,Cy3,40x,TuJ1,trainval
2411,296,AHPC,Cy3,20x,PI,trainval
903,0,AHPC,AF488,20x,GFAP + Ki67,trainval
2241,228,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2797,91,RPC,Cy3,40x,TuJ1,trainval
1607,2,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2560,0,AHPC,Cy3,20x,GFAP,trainval
2084,23,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2970,19,RPC,Cy3,40x,MAP2ab,trainval
566,0,AHPC,Cy3,20x,PI,trainval
251,0,AHPC,Cy3,20x,PI,trainval
463,5,AHPC,AF488,20x,GFAP + Ki67,trainval
2890,42,RPC,Cy3,40x,MAP2ab,trainval
972,0,AHPC,Cy3,20x,PI,trainval
2509,276,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1969,22,AHPC,Cy3,20x,RIP,trainval
250,0,AHPC,Cy3,20x,PI,trainval
2524,184,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2950,54,RPC,Cy3,40x,MAP2ab,trainval
1877,19,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2171,0,AHPC,Cy3,20x,PI,trainval
1045,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
727,0,AHPC,Cy3,20x,PI,trainval
1488,0,AHPC,Cy3,20x,PI,trainval
2293,0,AHPC,Cy3,20x,GFAP,trainval
1023,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
608,0,AHPC,Cy3,20x,PI,trainval
473,6,AHPC,Cy3,20x,MAP2ab,trainval
1095,10,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1057,9,AHPC,AF488,20x,GFAP + Ki67,trainval
1490,1,AHPC,Cy3,20x,PI,trainval
2716,49,RPC,Cy3,40x,GFAP,trainval
1560,2,AHPC,Cy3,20x,MAP2ab,trainval
726,0,AHPC,Cy3,20x,PI,trainval
1820,0,AHPC,AF488,20x,MAP2ab,trainval
1286,3,AHPC,AF488,20x,GFAP + Ki67,trainval
390,1,AHPC,Cy3,20x,PI,trainval
138,55,AHPC,Cy3,20x,MAP2ab,trainval
2137,0,AHPC,Cy3,20x,PI,trainval
2993,14,RPC,Cy3,40x,TuJ1,trainval
792,31,AHPC,AF488,20x,MAP2ab,trainval
698,3,AHPC,Cy3,20x,PI,trainval
819,0,AHPC,Cy3,20x,MAP2ab,trainval
2552,18,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1231,2,AHPC,Cy3,20x,PI,trainval
1408,96,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2592,17,AHPC,Cy3,20x,PI,trainval
2544,157,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
74,22,AHPC,Cy3,20x,RIP,trainval
840,0,AHPC,Cy3,20x,MAP2ab,trainval
2214,0,AHPC,Cy3,20x,PI,trainval
2432,35,AHPC,Cy3,20x,Ki67 + RIP,trainval
1538,4,AHPC,Cy3,20x,MAP2ab,trainval
2059,16,AHPC,Cy3,20x,MAP2ab,trainval
1074,5,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2617,43,AHPC,Cy3,20x,PI,trainval
2229,0,AHPC,Cy3,20x,PI,trainval
242,0,AHPC,Cy3,20x,PI,trainval
1406,28,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1347,6,AHPC,Cy3,20x,MAP2ab,trainval
419,34,AHPC,Cy3,20x,RIP,trainval
1611,5,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1203,0,AHPC,Cy3,20x,PI,trainval
648,0,AHPC,Cy3,20x,PI,trainval
962,1,AHPC,Cy3,20x,PI,trainval
842,30,AHPC,AF488,20x,MAP2ab,trainval
2521,128,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2516,134,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2973,18,RPC,Cy3,40x,MAP2ab,trainval
2799,75,RPC,Cy3,40x,TuJ1,trainval
2006,2,AHPC,AF488,20x,GFAP + Ki67,trainval
978,23,AHPC,Cy3,20x,RIP,trainval
1369,14,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2566,0,AHPC,Cy3,20x,GFAP,trainval
2417,145,AHPC,Cy3,20x,PI,trainval
384,0,AHPC,Cy3,20x,PI,trainval
968,0,AHPC,Cy3,20x,PI,trainval
2352,67,AHPC,Cy3,20x,PI,trainval
2829,55,RPC,Cy3,40x,MAP2ab,trainval
890,27,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2263,109,AHPC,Cy3,20x,Ki67 + RIP,trainval
1983,13,AHPC,Cy3,20x,RIP,trainval
2832,52,RPC,Cy3,40x,MAP2ab,trainval
126,3,AHPC,AF488,20x,GFAP + Ki67,trainval
350,0,AHPC,Cy3,20x,PI,trainval
44,12,AHPC,Cy3,20x,RIP,trainval
1908,1,AHPC,AF488,20x,GFAP + Ki67,trainval
797,9,AHPC,AF488,20x,MAP2ab,trainval
2894,51,RPC,Cy3,40x,MAP2ab,trainval
1164,0,AHPC,Cy3,20x,PI,trainval
346,0,AHPC,Cy3,20x,PI,trainval
582,0,AHPC,Cy3,20x,PI,trainval
504,13,AHPC,Cy3,20x,MAP2ab,trainval
2794,5,RPC,Cy3,40x,TuJ1,trainval
1316,0,AHPC,Cy3,20x,GFAP + Ki67,trainval
1524,9,AHPC,Cy3,20x,RIP,trainval
2370,68,AHPC,Cy3,20x,PI,trainval
1989,15,AHPC,Cy3,20x,RIP,trainval
2282,0,AHPC,Cy3,20x,GFAP,trainval
2646,32,AHPC,Cy3,20x,PI,trainval
817,8,AHPC,AF488,20x,MAP2ab,trainval
2051,23,AHPC,Cy3,20x,MAP2ab,trainval
3014,21,RPC,Cy3,40x,TuJ1,trainval
2737,101,RPC,Cy3,40x,TuJ1,trainval
323,0,AHPC,Cy3,20x,PI,trainval
232,0,AHPC,Cy3,20x,PI,trainval
555,8,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
748,0,AHPC,Cy3,20x,PI,trainval
952,0,AHPC,Cy3,20x,PI,trainval
1372,8,AHPC,AF488,20x,Ki67 + TuJ1,trainval
173,3,AHPC,AF488,20x,Ki67 + TuJ1,trainval
2858,71,RPC,Cy3,40x,TuJ1,trainval
31,0,AHPC,Cy3,20x,PI,trainval
2562,6,AHPC,Cy3,20x,GFAP,trainval
1228,0,AHPC,Cy3,20x,PI,trainval
51,15,AHPC,Cy3,20x,RIP,trainval
469,21,AHPC,Cy3,20x,MAP2ab,trainval
1244,8,AHPC,Cy3,20x,RIP,trainval
1449,4,AHPC,Cy3,20x,PI,trainval
2345,68,AHPC,Cy3,20x,PI,trainval
867,8,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
660,0,AHPC,Cy3,20x,PI,trainval
2455,142,AHPC,Cy3,20x,Ki67 + RIP,trainval
367,0,AHPC,Cy3,20x,PI,trainval
1002,21,AHPC,Cy3,20x,RIP,trainval
2815,82,RPC,Cy3,40x,MAP2ab,trainval
858,0,AHPC,AF488,20x,Ki67 + TuJ1,trainval
2089,63,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2011,1,AHPC,AF488,20x,GFAP + Ki67,trainval
2801,102,RPC,Cy3,40x,TuJ1,trainval
1093,12,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2234,12,AHPC,Cy3,20x,PI,trainval
198,34,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2535,242,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
2251,289,AHPC,Cy3,20x,Ki67 + RIP,trainval
364,0,AHPC,Cy3,20x,PI,trainval
1349,3,AHPC,Cy3,20x,MAP2ab,trainval
1833,9,AHPC,Cy3,20x,MAP2ab + RIP,trainval
2424,39,AHPC,AF488,20x,MAP2ab,trainval
938,0,AHPC,Cy3,20x,PI,trainval
1359,3,AHPC,Cy3,20x,MAP2ab,trainval
1534,16,AHPC,Cy3,20x,RIP,trainval
796,0,AHPC,AF488,20x,MAP2ab,trainval
387,0,AHPC,Cy3,20x,PI,trainval
1242,11,AHPC,Cy3,20x,RIP,trainval
2787,86,RPC,Cy3,40x,TuJ1,trainval
144,6,AHPC,Cy3,20x,MAP2ab,trainval
2310,1,AHPC,Cy3,20x,GFAP,trainval
2861,76,RPC,Cy3,40x,TuJ1,trainval
2934,53,RPC,Cy3,40x,TuJ1,trainval
422,59,AHPC,Cy3,20x,RIP,trainval
2850,85,RPC,Cy3,40x,TuJ1,trainval
513,6,AHPC,AF488,20x,Ki67 + TuJ1,trainval
1679,0,AHPC,Cy3,20x,PI,trainval
2539,163,AHPC,Cy3,20x,Ki67 + TuJ1,trainval
1346,11,AHPC,Cy3,20x,MAP2ab,trainval
2422,128,AHPC,AF488,20x,MAP2ab,test
1150,15,AHPC,Cy3,20x,MAP2ab,test
2260,257,AHPC,Cy3,20x,Ki67 + RIP,test
93,0,AHPC,Cy3,20x,GFAP + Ki67,test
3008,15,RPC,Cy3,40x,TuJ1,test
2441,111,AHPC,Cy3,20x,Ki67 + RIP,test
2679,110,RPC,Cy3,40x,TuJ1,test
2316,12,AHPC,Cy3,20x,GFAP,test
272,0,AHPC,Cy3,20x,PI,test
1823,6,AHPC,Cy3,20x,MAP2ab + RIP,test
1510,8,AHPC,Cy3,20x,RIP,test
1872,1,AHPC,AF488,20x,Ki67 + TuJ1,test
203,5,AHPC,Cy3,20x,Ki67 + TuJ1,test
540,1,AHPC,AF488,20x,Ki67 + TuJ1,test
2676,128,RPC,Cy3,40x,TuJ1,test
445,0,AHPC,AF488,20x,GFAP + Ki67,test
1699,0,AHPC,Cy3,20x,PI,test
1663,0,AHPC,Cy3,20x,GFAP + Ki67,test
2440,5,AHPC,AF488,20x,Ki67 + RIP,test
1515,7,AHPC,Cy3,20x,RIP,test
1695,0,AHPC,Cy3,20x,PI,test
2974,16,RPC,Cy3,40x,MAP2ab,test
1067,0,AHPC,Cy3,20x,GFAP + Ki67,test
2302,2,AHPC,Cy3,20x,GFAP,test
2318,7,AHPC,Cy3,20x,GFAP,test
0,0,AHPC,Cy3,20x,PI,test
2061,16,AHPC,Cy3,20x,MAP2ab,test
1307,0,AHPC,Cy3,20x,GFAP + Ki67,test
2682,132,RPC,Cy3,40x,TuJ1,test
2588,64,AHPC,Cy3,20x,PI,test
576,0,AHPC,Cy3,20x,PI,test
941,4,AHPC,Cy3,20x,PI,test
855,1,AHPC,AF488,20x,Ki67 + TuJ1,test
2228,0,AHPC,Cy3,20x,PI,test
2236,0,AHPC,Cy3,20x,PI,test
2012,3,AHPC,AF488,20x,GFAP + Ki67,test
1915,0,AHPC,Cy3,20x,GFAP + Ki67,test
2099,25,AHPC,Cy3,20x,Ki67 + TuJ1,test
1863,91,AHPC,Cy3,20x,MAP2ab + RIP,test
547,7,AHPC,AF488,20x,Ki67 + TuJ1,test
1716,0,AHPC,Cy3,20x,PI,test
2972,20,RPC,Cy3,40x,MAP2ab,test
407,10,AHPC,Cy3,20x,RIP,test
22,0,AHPC,Cy3,20x,PI,test
567,0,AHPC,Cy3,20x,PI,test
503,3,AHPC,Cy3,20x,MAP2ab,test
255,0,AHPC,Cy3,20x,PI,test
1655,0,AHPC,Cy3,20x,GFAP + Ki67,test
623,0,AHPC,Cy3,20x,PI,test
2699,74,RPC,Cy3,40x,TuJ1,test
2551,95,AHPC,Cy3,20x,Ki67 + TuJ1,test
2593,12,AHPC,Cy3,20x,PI,test
2245,7,AHPC,Cy3,20x,MAP2ab,test
904,9,AHPC,AF488,20x,GFAP + Ki67,test
2150,0,AHPC,Cy3,20x,PI,test
2221,0,AHPC,Cy3,20x,PI,test
2928,63,RPC,Cy3,40x,TuJ1,test
478,5,AHPC,Cy3,20x,MAP2ab,test
767,0,AHPC,Cy3,20x,PI,test
1184,0,AHPC,Cy3,20x,PI,test
2215,1,AHPC,Cy3,20x,PI,test
927,12,AHPC,AF488,20x,GFAP + Ki67,test
424,18,AHPC,Cy3,20x,RIP,test
1453,0,AHPC,Cy3,20x,PI,test
1879,33,AHPC,Cy3,20x,Ki67 + TuJ1,test
2250,1,AHPC,Cy3,20x,MAP2ab,test
2506,128,AHPC,Cy3,20x,Ki67 + TuJ1,test
1314,6,AHPC,AF488,20x,GFAP + Ki67,test
2609,37,AHPC,Cy3,20x,PI,test
2734,53,RPC,Cy3,40x,TuJ1,test
1131,7,AHPC,Cy3,20x,MAP2ab,test
1603,3,AHPC,AF488,20x,Ki67 + TuJ1,test
2642,29,AHPC,Cy3,20x,PI,test
2344,68,AHPC,Cy3,20x,PI,test
2393,72,AHPC,Cy3,20x,PI,test
991,67,AHPC,Cy3,20x,RIP,test
1087,8,AHPC,Cy3,20x,Ki67 + TuJ1,test
1887,18,AHPC,Cy3,20x,Ki67 + TuJ1,test
2406,117,AHPC,Cy3,20x,PI,test
2168,0,AHPC,Cy3,20x,PI,test
615,0,AHPC,Cy3,20x,PI,test
697,0,AHPC,Cy3,20x,PI,test
1718,0,AHPC,Cy3,20x,PI,test
614,0,AHPC,Cy3,20x,PI,test
1161,0,AHPC,Cy3,20x,PI,test
2068,10,AHPC,Cy3,20x,MAP2ab,test
2253,318,AHPC,Cy3,20x,Ki67 + RIP,test
26,0,AHPC,Cy3,20x,PI,test
611,0,AHPC,Cy3,20x,PI,test
2048,10,AHPC,Cy3,20x,MAP2ab,test
2022,7,AHPC,AF488,20x,GFAP + Ki67,test
665,14,AHPC,Cy3,20x,PI,test
1862,28,AHPC,Cy3,20x,MAP2ab + RIP,test
926,0,AHPC,Cy3,20x,GFAP + Ki67,test
1790,28,AHPC,Cy3,20x,Ki67 + TuJ1,test
2463,160,AHPC,Cy3,20x,Ki67 + RIP,test
1635,1,AHPC,AF488,20x,Ki67 + TuJ1,test
2276,75,AHPC,Cy3,20x,Ki67 + RIP,test
2793,82,RPC,Cy3,40x,TuJ1,test
2636,296,AHPC,Cy3,20x,PI,test
133,9,AHPC,Cy3,20x,MAP2ab,test
1998,34,AHPC,Cy3,20x,RIP,test
2035,23,AHPC,Cy3,20x,MAP2ab,test
154,3,AHPC,Cy3,20x,MAP2ab,test
2243,159,AHPC,Cy3,20x,Ki67 + TuJ1,test
1658,0,AHPC,Cy3,20x,GFAP + Ki67,test
2677,127,RPC,Cy3,40x,TuJ1,test
1940,0,AHPC,Cy3,20x,PI,test
2347,46,AHPC,Cy3,20x,PI,test
477,17,AHPC,Cy3,20x,MAP2ab,test
2265,57,AHPC,Cy3,20x,Ki67 + RIP,test
2448,221,AHPC,Cy3,20x,Ki67 + RIP,test
464,0,AHPC,AF488,20x,GFAP + Ki67,test
859,4,AHPC,AF488,20x,Ki67 + TuJ1,test
194,1,AHPC,AF488,20x,Ki67 + TuJ1,test
1398,49,AHPC,Cy3,20x,Ki67 + TuJ1,test
671,0,AHPC,Cy3,20x,PI,test
2589,17,AHPC,Cy3,20x,PI,test
1015,8,AHPC,Cy3,20x,RIP,test
1413,63,AHPC,Cy3,20x,Ki67 + TuJ1,test
101,0,AHPC,Cy3,20x,GFAP + Ki67,test
1354,8,AHPC,Cy3,20x,MAP2ab,test
694,0,AHPC,Cy3,20x,PI,test
1152,10,AHPC,Cy3,20x,MAP2ab,test
1431,8,AHPC,Cy3,20x,PI,test
1808,7,AHPC,AF488,20x,Ki67 + TuJ1,test
1750,0,AHPC,Cy3,20x,PI,test
814,0,AHPC,Cy3,20x,MAP2ab,test
63,17,AHPC,Cy3,20x,RIP,test
1302,0,AHPC,Cy3,20x,GFAP + Ki67,test
2621,52,AHPC,Cy3,20x,PI,test
2788,1,RPC,Cy3,40x,TuJ1,test
2717,28,RPC,Cy3,40x,GFAP,test
2574,0,AHPC,Cy3,20x,GFAP,test
967,0,AHPC,Cy3,20x,PI,test
399,56,AHPC,Cy3,20x,RIP,test
190,120,AHPC,Cy3,20x,Ki67 + TuJ1,test
37,2,AHPC,Cy3,20x,PI,test
2366,57,AHPC,Cy3,20x,PI,test
2444,151,AHPC,Cy3,20x,Ki67 + RIP,test
2808,59,RPC,Cy3,40x,MAP2ab,test
651,0,AHPC,Cy3,20x,PI,test
2887,36,RPC,Cy3,40x,MAP2ab,test
986,2,AHPC,Cy3,20x,RIP,test
1344,0,AHPC,Cy3,20x,MAP2ab,test
2088,1,AHPC,AF488,20x,Ki67 + TuJ1,test
595,0,AHPC,Cy3,20x,PI,test
644,0,AHPC,Cy3,20x,PI,test
2394,68,AHPC,Cy3,20x,PI,test
1636,11,AHPC,Cy3,20x,Ki67 + TuJ1,test
2272,131,AHPC,Cy3,20x,Ki67 + RIP,test
3005,18,RPC,Cy3,40x,TuJ1,test
1848,0,AHPC,AF488,20x,MAP2ab,test
721,0,AHPC,Cy3,20x,PI,test
2029,4,AHPC,AF488,20x,GFAP + Ki67,test
172,57,AHPC,Cy3,20x,Ki67 + TuJ1,test
287,0,AHPC,Cy3,20x,PI,test
914,4,AHPC,AF488,20x,GFAP + Ki67,test
2749,179,RPC,Cy3,40x,TuJ1,test
1724,0,AHPC,Cy3,20x,PI,test
2802,116,RPC,Cy3,40x,TuJ1,test
479,9,AHPC,Cy3,20x,MAP2ab,test
1078,4,AHPC,Cy3,20x,Ki67 + TuJ1,test
754,0,AHPC,Cy3,20x,PI,test
1399,3,AHPC,AF488,20x,Ki67 + TuJ1,test
2159,0,AHPC,Cy3,20x,PI,test
947,1,AHPC,Cy3,20x,PI,test
15,2,AHPC,Cy3,20x,PI,test
655,0,AHPC,Cy3,20x,PI,test
1353,10,AHPC,Cy3,20x,MAP2ab,test
1904,0,AHPC,AF488,20x,GFAP + Ki67,test
1592,0,AHPC,AF488,20x,Ki67 + TuJ1,test
1373,17,AHPC,Cy3,20x,Ki67 + TuJ1,test
1749,0,AHPC,Cy3,20x,PI,test
1789,1,AHPC,AF488,20x,Ki67 + TuJ1,test
1999,17,AHPC,Cy3,20x,RIP,test
1921,5,AHPC,AF488,20x,GFAP + Ki67,test
148,60,AHPC,Cy3,20x,MAP2ab,test
1056,0,AHPC,Cy3,20x,GFAP + Ki67,test
619,0,AHPC,Cy3,20x,PI,test
2987,12,RPC,Cy3,40x,TuJ1,test
813,44,AHPC,AF488,20x,MAP2ab,test
